2025-09-20 18:28:03 - ROBOTY.main - INFO - Запуск приложения ROBOTY
2025-09-20 18:28:03 - ROBOTY.main - INFO - Применена тема: light
2025-09-20 18:28:03 - ROBOTY.main - INFO - Интерфейс инициализирован
2025-09-20 18:28:03 - ROBOTY.main - INFO - Приложение успешно запущено
2025-09-20 18:28:38 - ROBOTY.planner - DEBUG - Операция 17 запланирована, время завершения: 96.01
2025-09-20 18:28:38 - ROBOTY.planner - DEBUG - Операция 18 запланирована, время завершения: 99.03
2025-09-20 18:28:38 - ROBOTY.planner - DEBUG - Операция 19 запланирована, время завершения: 102.42
2025-09-20 18:28:38 - ROBOTY.planner - DEBUG - Операция 20 запланирована, время завершения: 108.28
2025-09-20 18:28:38 - ROBOTY.planner - DEBUG - Операция 21 запланирована, время завершения: 114.04
2025-09-20 18:28:38 - ROBOTY.planner - DEBUG - Операция 22 запланирована, время завершения: 117.07
2025-09-20 18:28:38 - ROBOTY.planner - DEBUG - Операция 23 запланирована, время завершения: 122.14
2025-09-20 18:28:38 - ROBOTY.planner - DEBUG - Операция 24 запланирована, время завершения: 125.62
2025-09-20 18:28:38 - ROBOTY.planner - DEBUG - Операция 25 запланирована, время завершения: 129.30
2025-09-20 18:28:38 - ROBOTY.planner - DEBUG - Операция 26 запланирована, время завершения: 134.83
2025-09-20 18:28:38 - ROBOTY.planner - INFO - Траектория робота запланирована, общее время: 134.83
2025-09-20 18:28:38 - ROBOTY.planner - INFO - Робот 6: траектория содержит 624 точек
2025-09-20 18:28:38 - ROBOTY.planner - INFO - Планирование траектории для робота 7 (ID: 7) с 31 операциями
2025-09-20 18:28:38 - ROBOTY.planner - DEBUG - Планирование траектории для робота с 31 операциями
2025-09-20 18:28:38 - ROBOTY.planner - DEBUG - Операция 1 запланирована, время завершения: 4.14
2025-09-20 18:28:38 - ROBOTY.planner - DEBUG - Операция 2 запланирована, время завершения: 7.75
2025-09-20 18:28:38 - ROBOTY.planner - DEBUG - Операция 3 запланирована, время завершения: 11.09
2025-09-20 18:28:38 - ROBOTY.planner - DEBUG - Операция 4 запланирована, время завершения: 14.88
2025-09-20 18:28:38 - ROBOTY.planner - DEBUG - Операция 5 запланирована, время завершения: 17.94
2025-09-20 18:28:38 - ROBOTY.planner - DEBUG - Операция 6 запланирована, время завершения: 21.46
2025-09-20 18:28:38 - ROBOTY.planner - DEBUG - Операция 7 запланирована, время завершения: 26.39
2025-09-20 18:28:38 - ROBOTY.planner - DEBUG - Операция 8 запланирована, время завершения: 30.41
2025-09-20 18:28:38 - ROBOTY.planner - DEBUG - Операция 9 запланирована, время завершения: 34.27
2025-09-20 18:28:38 - ROBOTY.planner - DEBUG - Операция 10 запланирована, время завершения: 37.58
2025-09-20 18:28:38 - ROBOTY.planner - DEBUG - Операция 11 запланирована, время завершения: 41.75
2025-09-20 18:28:38 - ROBOTY.planner - DEBUG - Операция 12 запланирована, время завершения: 46.89
2025-09-20 18:28:38 - ROBOTY.planner - DEBUG - Операция 13 запланирована, время завершения: 50.64
2025-09-20 18:28:38 - ROBOTY.planner - DEBUG - Операция 14 запланирована, время завершения: 54.68
2025-09-20 18:28:38 - ROBOTY.planner - DEBUG - Операция 15 запланирована, время завершения: 58.91
2025-09-20 18:28:38 - ROBOTY.planner - DEBUG - Операция 16 запланирована, время завершения: 66.18
2025-09-20 18:28:38 - ROBOTY.planner - DEBUG - Операция 17 запланирована, время завершения: 71.28
2025-09-20 18:28:38 - ROBOTY.planner - DEBUG - Операция 18 запланирована, время завершения: 75.95
2025-09-20 18:28:38 - ROBOTY.planner - DEBUG - Операция 19 запланирована, время завершения: 79.83
2025-09-20 18:28:38 - ROBOTY.planner - DEBUG - Операция 20 запланирована, время завершения: 85.44
2025-09-20 18:28:38 - ROBOTY.planner - DEBUG - Операция 21 запланирована, время завершения: 89.78
2025-09-20 18:28:38 - ROBOTY.planner - DEBUG - Операция 22 запланирована, время завершения: 93.15
2025-09-20 18:28:38 - ROBOTY.planner - DEBUG - Операция 23 запланирована, время завершения: 98.37
2025-09-20 18:28:38 - ROBOTY.planner - DEBUG - Операция 24 запланирована, время завершения: 102.15
2025-09-20 18:28:38 - ROBOTY.planner - DEBUG - Операция 25 запланирована, время завершения: 106.71
2025-09-20 18:28:38 - ROBOTY.planner - DEBUG - Операция 26 запланирована, время завершения: 114.58
2025-09-20 18:28:38 - ROBOTY.planner - DEBUG - Операция 27 запланирована, время завершения: 119.97
2025-09-20 18:28:38 - ROBOTY.planner - DEBUG - Операция 28 запланирована, время завершения: 123.44
2025-09-20 18:28:38 - ROBOTY.planner - DEBUG - Операция 29 запланирована, время завершения: 126.41
2025-09-20 18:28:38 - ROBOTY.planner - DEBUG - Операция 30 запланирована, время завершения: 131.08
2025-09-20 18:28:38 - ROBOTY.planner - DEBUG - Операция 31 запланирована, время завершения: 135.22
2025-09-20 18:28:38 - ROBOTY.planner - INFO - Траектория робота запланирована, общее время: 135.22
2025-09-20 18:28:38 - ROBOTY.planner - INFO - Робот 7: траектория содержит 744 точек
2025-09-20 18:28:38 - ROBOTY.planner - INFO - Планирование траектории для робота 8 (ID: 8) с 27 операциями
2025-09-20 18:28:38 - ROBOTY.planner - DEBUG - Планирование траектории для робота с 27 операциями
2025-09-20 18:28:38 - ROBOTY.planner - DEBUG - Операция 1 запланирована, время завершения: 5.10
2025-09-20 18:28:38 - ROBOTY.planner - DEBUG - Операция 2 запланирована, время завершения: 8.71
2025-09-20 18:28:38 - ROBOTY.planner - DEBUG - Операция 3 запланирована, время завершения: 12.62
2025-09-20 18:28:38 - ROBOTY.planner - DEBUG - Операция 4 запланирована, время завершения: 17.09
2025-09-20 18:28:38 - ROBOTY.planner - DEBUG - Операция 5 запланирована, время завершения: 21.24
2025-09-20 18:28:38 - ROBOTY.planner - DEBUG - Операция 6 запланирована, время завершения: 25.15
2025-09-20 18:28:38 - ROBOTY.planner - DEBUG - Операция 7 запланирована, время завершения: 28.56
2025-09-20 18:28:38 - ROBOTY.planner - DEBUG - Операция 8 запланирована, время завершения: 31.94
2025-09-20 18:28:38 - ROBOTY.planner - DEBUG - Операция 9 запланирована, время завершения: 36.93
2025-09-20 18:28:38 - ROBOTY.planner - DEBUG - Операция 10 запланирована, время завершения: 42.13
2025-09-20 18:28:38 - ROBOTY.planner - DEBUG - Операция 11 запланирована, время завершения: 46.30
2025-09-20 18:28:38 - ROBOTY.planner - DEBUG - Операция 12 запланирована, время завершения: 50.08
2025-09-20 18:28:38 - ROBOTY.planner - DEBUG - Операция 13 запланирована, время завершения: 55.72
2025-09-20 18:28:38 - ROBOTY.planner - DEBUG - Операция 14 запланирована, время завершения: 60.18
2025-09-20 18:28:38 - ROBOTY.planner - DEBUG - Операция 15 запланирована, время завершения: 66.20
2025-09-20 18:28:38 - ROBOTY.planner - DEBUG - Операция 16 запланирована, время завершения: 71.18
2025-09-20 18:28:38 - ROBOTY.planner - DEBUG - Операция 17 запланирована, время завершения: 76.28
2025-09-20 18:28:38 - ROBOTY.planner - DEBUG - Операция 18 запланирована, время завершения: 80.79
2025-09-20 18:28:38 - ROBOTY.planner - DEBUG - Операция 19 запланирована, время завершения: 84.74
2025-09-20 18:28:38 - ROBOTY.planner - DEBUG - Операция 20 запланирована, время завершения: 88.97
2025-09-20 18:28:38 - ROBOTY.planner - DEBUG - Операция 21 запланирована, время завершения: 95.12
2025-09-20 18:28:38 - ROBOTY.planner - DEBUG - Операция 22 запланирована, время завершения: 99.88
2025-09-20 18:28:38 - ROBOTY.planner - DEBUG - Операция 23 запланирована, время завершения: 106.24
2025-09-20 18:28:38 - ROBOTY.planner - DEBUG - Операция 24 запланирована, время завершения: 112.50
2025-09-20 18:28:38 - ROBOTY.planner - DEBUG - Операция 25 запланирована, время завершения: 116.89
2025-09-20 18:28:38 - ROBOTY.planner - DEBUG - Операция 26 запланирована, время завершения: 120.00
2025-09-20 18:28:38 - ROBOTY.planner - DEBUG - Операция 27 запланирована, время завершения: 124.91
2025-09-20 18:28:38 - ROBOTY.planner - INFO - Траектория робота запланирована, общее время: 124.91
2025-09-20 18:28:38 - ROBOTY.planner - INFO - Робот 8: траектория содержит 648 точек
2025-09-20 18:28:38 - ROBOTY.planner - INFO - Планирование траектории для робота 9 (ID: 9) с 30 операциями
2025-09-20 18:28:38 - ROBOTY.planner - DEBUG - Планирование траектории для робота с 30 операциями
2025-09-20 18:28:38 - ROBOTY.planner - DEBUG - Операция 1 запланирована, время завершения: 3.09
2025-09-20 18:28:38 - ROBOTY.planner - DEBUG - Операция 2 запланирована, время завершения: 6.38
2025-09-20 18:28:38 - ROBOTY.planner - DEBUG - Операция 3 запланирована, время завершения: 10.48
2025-09-20 18:28:38 - ROBOTY.planner - DEBUG - Операция 4 запланирована, время завершения: 16.25
2025-09-20 18:28:38 - ROBOTY.planner - DEBUG - Операция 5 запланирована, время завершения: 20.90
2025-09-20 18:28:38 - ROBOTY.planner - DEBUG - Операция 6 запланирована, время завершения: 26.78
2025-09-20 18:28:38 - ROBOTY.planner - DEBUG - Операция 7 запланирована, время завершения: 31.48
2025-09-20 18:28:38 - ROBOTY.planner - DEBUG - Операция 8 запланирована, время завершения: 34.86
2025-09-20 18:28:38 - ROBOTY.planner - DEBUG - Операция 9 запланирована, время завершения: 39.52
2025-09-20 18:28:38 - ROBOTY.planner - DEBUG - Операция 10 запланирована, время завершения: 42.81
2025-09-20 18:28:38 - ROBOTY.planner - DEBUG - Операция 11 запланирована, время завершения: 46.68
2025-09-20 18:28:38 - ROBOTY.planner - DEBUG - Операция 12 запланирована, время завершения: 50.50
2025-09-20 18:28:38 - ROBOTY.planner - DEBUG - Операция 13 запланирована, время завершения: 54.47
2025-09-20 18:28:38 - ROBOTY.planner - DEBUG - Операция 14 запланирована, время завершения: 58.36
2025-09-20 18:28:38 - ROBOTY.planner - DEBUG - Операция 15 запланирована, время завершения: 61.95
2025-09-20 18:28:38 - ROBOTY.planner - DEBUG - Операция 16 запланирована, время завершения: 65.96
2025-09-20 18:28:38 - ROBOTY.planner - DEBUG - Операция 17 запланирована, время завершения: 71.34
2025-09-20 18:28:38 - ROBOTY.planner - DEBUG - Операция 18 запланирована, время завершения: 75.99
2025-09-20 18:28:38 - ROBOTY.planner - DEBUG - Операция 19 запланирована, время завершения: 79.35
2025-09-20 18:28:38 - ROBOTY.planner - DEBUG - Операция 20 запланирована, время завершения: 82.70
2025-09-20 18:28:38 - ROBOTY.planner - DEBUG - Операция 21 запланирована, время завершения: 86.28
2025-09-20 18:28:38 - ROBOTY.planner - DEBUG - Операция 22 запланирована, время завершения: 89.37
2025-09-20 18:28:38 - ROBOTY.planner - DEBUG - Операция 23 запланирована, время завершения: 93.82
2025-09-20 18:28:38 - ROBOTY.planner - DEBUG - Операция 24 запланирована, время завершения: 98.94
2025-09-20 18:28:38 - ROBOTY.planner - DEBUG - Операция 25 запланирована, время завершения: 103.59
2025-09-20 18:28:38 - ROBOTY.planner - DEBUG - Операция 26 запланирована, время завершения: 109.62
2025-09-20 18:28:38 - ROBOTY.planner - DEBUG - Операция 27 запланирована, время завершения: 114.29
2025-09-20 18:28:38 - ROBOTY.planner - DEBUG - Операция 28 запланирована, время завершения: 118.31
2025-09-20 18:28:38 - ROBOTY.planner - DEBUG - Операция 29 запланирована, время завершения: 121.41
2025-09-20 18:28:38 - ROBOTY.planner - DEBUG - Операция 30 запланирована, время завершения: 124.73
2025-09-20 18:28:38 - ROBOTY.planner - INFO - Траектория робота запланирована, общее время: 124.73
2025-09-20 18:28:38 - ROBOTY.planner - INFO - Робот 9: траектория содержит 720 точек
2025-09-20 18:28:38 - ROBOTY.planner - INFO - Планирование траектории для робота 10 (ID: 10) с 33 операциями
2025-09-20 18:28:38 - ROBOTY.planner - DEBUG - Планирование траектории для робота с 33 операциями
2025-09-20 18:28:38 - ROBOTY.planner - DEBUG - Операция 1 запланирована, время завершения: 5.03
2025-09-20 18:28:38 - ROBOTY.planner - DEBUG - Операция 2 запланирована, время завершения: 9.26
2025-09-20 18:28:38 - ROBOTY.planner - DEBUG - Операция 3 запланирована, время завершения: 13.88
2025-09-20 18:28:38 - ROBOTY.planner - DEBUG - Операция 4 запланирована, время завершения: 18.19
2025-09-20 18:28:38 - ROBOTY.planner - DEBUG - Операция 5 запланирована, время завершения: 22.24
2025-09-20 18:28:38 - ROBOTY.planner - DEBUG - Операция 6 запланирована, время завершения: 27.29
2025-09-20 18:28:38 - ROBOTY.planner - DEBUG - Операция 7 запланирована, время завершения: 31.91
2025-09-20 18:28:38 - ROBOTY.planner - DEBUG - Операция 8 запланирована, время завершения: 36.73
2025-09-20 18:28:38 - ROBOTY.planner - DEBUG - Операция 9 запланирована, время завершения: 40.99
2025-09-20 18:28:38 - ROBOTY.planner - DEBUG - Операция 10 запланирована, время завершения: 44.93
2025-09-20 18:28:38 - ROBOTY.planner - DEBUG - Операция 11 запланирована, время завершения: 48.19
2025-09-20 18:28:38 - ROBOTY.planner - DEBUG - Операция 12 запланирована, время завершения: 51.85
2025-09-20 18:28:38 - ROBOTY.planner - DEBUG - Операция 13 запланирована, время завершения: 56.69
2025-09-20 18:28:38 - ROBOTY.planner - DEBUG - Операция 14 запланирована, время завершения: 60.29
2025-09-20 18:28:38 - ROBOTY.planner - DEBUG - Операция 15 запланирована, время завершения: 63.40
2025-09-20 18:28:38 - ROBOTY.planner - DEBUG - Операция 16 запланирована, время завершения: 68.62
2025-09-20 18:28:38 - ROBOTY.planner - DEBUG - Операция 17 запланирована, время завершения: 72.04
2025-09-20 18:28:38 - ROBOTY.planner - DEBUG - Операция 18 запланирована, время завершения: 77.61
2025-09-20 18:28:38 - ROBOTY.planner - DEBUG - Операция 19 запланирована, время завершения: 82.29
2025-09-20 18:28:38 - ROBOTY.planner - DEBUG - Операция 20 запланирована, время завершения: 86.70
2025-09-20 18:28:38 - ROBOTY.planner - DEBUG - Операция 21 запланирована, время завершения: 92.32
2025-09-20 18:28:38 - ROBOTY.planner - DEBUG - Операция 22 запланирована, время завершения: 96.91
2025-09-20 18:28:38 - ROBOTY.planner - DEBUG - Операция 23 запланирована, время завершения: 101.44
2025-09-20 18:28:38 - ROBOTY.planner - DEBUG - Операция 24 запланирована, время завершения: 105.67
2025-09-20 18:28:38 - ROBOTY.planner - DEBUG - Операция 25 запланирована, время завершения: 110.96
2025-09-20 18:28:38 - ROBOTY.planner - DEBUG - Операция 26 запланирована, время завершения: 115.06
2025-09-20 18:28:38 - ROBOTY.planner - DEBUG - Операция 27 запланирована, время завершения: 119.02
2025-09-20 18:28:38 - ROBOTY.planner - DEBUG - Операция 28 запланирована, время завершения: 124.08
2025-09-20 18:28:38 - ROBOTY.planner - DEBUG - Операция 29 запланирована, время завершения: 127.75
2025-09-20 18:28:38 - ROBOTY.planner - DEBUG - Операция 30 запланирована, время завершения: 134.72
2025-09-20 18:28:38 - ROBOTY.planner - DEBUG - Операция 31 запланирована, время завершения: 140.41
2025-09-20 18:28:38 - ROBOTY.planner - DEBUG - Операция 32 запланирована, время завершения: 145.05
2025-09-20 18:28:38 - ROBOTY.planner - DEBUG - Операция 33 запланирована, время завершения: 148.52
2025-09-20 18:28:38 - ROBOTY.planner - INFO - Траектория робота запланирована, общее время: 148.52
2025-09-20 18:28:38 - ROBOTY.planner - INFO - Робот 10: траектория содержит 792 точек
2025-09-20 18:28:38 - ROBOTY.planner - INFO - Планирование завершено. Makespan: 149.07
2025-09-20 18:28:38 - ROBOTY.main - INFO - Планировщик успешно завершил работу
2025-09-20 18:28:38 - ROBOTY.collision - INFO - Начинаем детальную проверку коллизий
2025-09-20 18:28:38 - ROBOTY.collision - DEBUG - Проверяем коллизии в диапазоне времени: 0.00 - 149.07
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 6 и 10 в 0.90s, расстояние: 0.445, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 6 и 10 в 1.00s, расстояние: 0.442, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 7 и 10 в 1.00s, расстояние: 0.477, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 7 и 10 в 1.10s, расстояние: 0.370, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 7 и 10 в 1.20s, расстояние: 0.285, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 7 и 10 в 1.30s, расстояние: 0.244, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 7 и 10 в 1.40s, расстояние: 0.268, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 7 и 10 в 1.50s, расстояние: 0.341, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 7 и 10 в 1.60s, расстояние: 0.438, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 5 и 7 в 4.10s, расстояние: 0.473, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 5 и 7 в 4.20s, расстояние: 0.448, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 5 и 7 в 4.30s, расстояние: 0.442, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 5 и 7 в 4.40s, расстояние: 0.498, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 7 и 10 в 5.60s, расстояние: 0.479, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 7 и 10 в 5.70s, расстояние: 0.464, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 7 и 10 в 5.80s, расстояние: 0.482, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 6 и 10 в 6.50s, расстояние: 0.492, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 6 и 10 в 6.60s, расстояние: 0.463, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 6 и 10 в 6.70s, расстояние: 0.445, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 6 и 10 в 6.80s, расстояние: 0.441, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 6 и 10 в 6.90s, расстояние: 0.449, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 6 и 10 в 7.00s, расстояние: 0.470, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 6 и 10 в 9.80s, расстояние: 0.410, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 6 и 10 в 9.90s, расстояние: 0.312, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 6 и 10 в 10.00s, расстояние: 0.257, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 6 и 10 в 10.10s, расстояние: 0.273, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 6 и 10 в 10.20s, расстояние: 0.351, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 6 и 10 в 10.30s, расстояние: 0.461, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 4 и 8 в 11.40s, расстояние: 0.483, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 4 и 8 в 11.50s, расстояние: 0.472, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 6 и 7 в 11.60s, расстояние: 0.414, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 6 и 7 в 11.70s, расстояние: 0.335, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 6 и 7 в 11.80s, расстояние: 0.278, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 6 и 7 в 11.90s, расстояние: 0.253, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 9 и 10 в 11.90s, расстояние: 0.462, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 6 и 7 в 12.00s, расстояние: 0.251, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 9 и 10 в 12.00s, расстояние: 0.410, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 6 и 7 в 12.10s, расстояние: 0.255, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 9 и 10 в 12.10s, расстояние: 0.371, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 6 и 7 в 12.20s, расстояние: 0.257, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 9 и 10 в 12.20s, расстояние: 0.349, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 6 и 7 в 12.30s, расстояние: 0.257, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 9 и 10 в 12.30s, расстояние: 0.338, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 6 и 7 в 12.40s, расстояние: 0.254, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 9 и 10 в 12.40s, расстояние: 0.324, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 6 и 7 в 12.50s, расстояние: 0.243, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 9 и 10 в 12.50s, расстояние: 0.295, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 6 и 7 в 12.60s, расстояние: 0.235, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 9 и 10 в 12.60s, расстояние: 0.257, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 6 и 7 в 12.70s, расстояние: 0.230, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 9 и 10 в 12.70s, расстояние: 0.243, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 6 и 7 в 12.80s, расстояние: 0.235, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 9 и 10 в 12.80s, расстояние: 0.273, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 6 и 7 в 12.90s, расстояние: 0.261, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 9 и 10 в 12.90s, расстояние: 0.315, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 6 и 7 в 13.00s, расстояние: 0.302, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 9 и 10 в 13.00s, расстояние: 0.348, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 6 и 7 в 13.10s, расстояние: 0.342, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 9 и 10 в 13.10s, расстояние: 0.362, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 6 и 7 в 13.20s, расстояние: 0.364, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 9 и 10 в 13.20s, расстояние: 0.359, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 6 и 7 в 13.30s, расстояние: 0.367, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 9 и 10 в 13.30s, расстояние: 0.355, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 6 и 7 в 13.40s, расстояние: 0.355, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 9 и 10 в 13.40s, расстояние: 0.351, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 6 и 7 в 13.50s, расстояние: 0.348, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 9 и 10 в 13.50s, расстояние: 0.347, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 6 и 7 в 13.60s, расстояние: 0.352, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 9 и 10 в 13.60s, расстояние: 0.343, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 6 и 7 в 13.70s, расстояние: 0.367, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 9 и 10 в 13.70s, расстояние: 0.340, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 6 и 7 в 13.80s, расстояние: 0.396, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 9 и 10 в 13.80s, расстояние: 0.336, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 6 и 7 в 13.90s, расстояние: 0.436, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 9 и 10 в 13.90s, расстояние: 0.323, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 6 и 7 в 14.00s, расстояние: 0.487, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 9 и 10 в 14.00s, расстояние: 0.287, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 9 и 10 в 14.10s, расстояние: 0.209, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 9 и 10 в 14.20s, расстояние: 0.119, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 9 и 10 в 14.30s, расстояние: 0.149, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 9 и 10 в 14.40s, расстояние: 0.303, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 9 и 10 в 14.50s, расстояние: 0.482, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 5 и 9 в 17.00s, расстояние: 0.464, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 1 и 2 в 17.10s, расстояние: 0.451, требуется: 0.500
2025-09-20 18:28:38 - ROBOTY.collision - WARNING - Коллизия: роботы 5 и 9 в 17.10s, расстояние: 0.398, требуется: 0.500
